"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"EU28","HUR","TOT","PC_LF","M","2008-05",6.9,
"EU28","HUR","TOT","PC_LF","M","2008-06",7,
"EU28","HUR","TOT","PC_LF","M","2008-07",7,
"EU28","HUR","TOT","PC_LF","M","2008-08",7,
"EU28","HUR","TOT","PC_LF","M","2008-09",7.1,
"EU28","HUR","TOT","PC_LF","M","2008-10",7.2,
"EU28","HUR","TOT","PC_LF","M","2008-11",7.4,
"EU28","HUR","TOT","PC_LF","M","2008-12",7.7,
"EU28","HUR","TOT","PC_LF","M","2009-01",8,
"EU28","HUR","TOT","PC_LF","M","2009-02",8.4,
"EU28","HUR","TOT","PC_LF","M","2009-03",8.6,
"EU28","HUR","TOT","PC_LF","M","2009-04",8.8,
"EU28","HUR","TOT","PC_LF","M","2009-05",8.9,
"EU28","HUR","TOT","PC_LF","M","2009-06",9,
"EU28","HUR","TOT","PC_LF","M","2009-07",9.1,
"EU28","HUR","TOT","PC_LF","M","2009-08",9.2,
"EU28","HUR","TOT","PC_LF","M","2009-09",9.3,
"EU28","HUR","TOT","PC_LF","M","2009-10",9.4,
"EU28","HUR","TOT","PC_LF","M","2009-11",9.4,
"EU28","HUR","TOT","PC_LF","M","2009-12",9.5,
"EU28","HUR","TOT","PC_LF","M","2010-01",9.6,
"EU28","HUR","TOT","PC_LF","M","2010-02",9.7,
"EU28","HUR","TOT","PC_LF","M","2010-03",9.7,
"EU28","HUR","TOT","PC_LF","M","2010-04",9.7,
"EU28","HUR","TOT","PC_LF","M","2010-05",9.7,
"EU28","HUR","TOT","PC_LF","M","2010-06",9.6,
"EU28","HUR","TOT","PC_LF","M","2010-07",9.6,
"EU28","HUR","TOT","PC_LF","M","2010-08",9.6,
"EU28","HUR","TOT","PC_LF","M","2010-09",9.6,
"EU28","HUR","TOT","PC_LF","M","2010-10",9.6,
"EU28","HUR","TOT","PC_LF","M","2010-11",9.6,
"EU28","HUR","TOT","PC_LF","M","2010-12",9.6,
"EU28","HUR","TOT","PC_LF","M","2011-01",9.5,
"EU28","HUR","TOT","PC_LF","M","2011-02",9.5,
"EU28","HUR","TOT","PC_LF","M","2011-03",9.5,
"EU28","HUR","TOT","PC_LF","M","2011-04",9.4,
"EU28","HUR","TOT","PC_LF","M","2011-05",9.5,
"EU28","HUR","TOT","PC_LF","M","2011-06",9.5,
"EU28","HUR","TOT","PC_LF","M","2011-07",9.6,
"EU28","HUR","TOT","PC_LF","M","2011-08",9.7,
"EU28","HUR","TOT","PC_LF","M","2011-09",9.8,
"EU28","HUR","TOT","PC_LF","M","2011-10",9.9,
"EU28","HUR","TOT","PC_LF","M","2011-11",10,
"EU28","HUR","TOT","PC_LF","M","2011-12",10.1,
"EU28","HUR","TOT","PC_LF","M","2012-01",10.1,
"EU28","HUR","TOT","PC_LF","M","2012-02",10.2,
"EU28","HUR","TOT","PC_LF","M","2012-03",10.3,
"EU28","HUR","TOT","PC_LF","M","2012-04",10.4,
"EU28","HUR","TOT","PC_LF","M","2012-05",10.4,
"EU28","HUR","TOT","PC_LF","M","2012-06",10.5,
"EU28","HUR","TOT","PC_LF","M","2012-07",10.5,
"EU28","HUR","TOT","PC_LF","M","2012-08",10.6,
"EU28","HUR","TOT","PC_LF","M","2012-09",10.6,
"EU28","HUR","TOT","PC_LF","M","2012-10",10.7,
"EU28","HUR","TOT","PC_LF","M","2012-11",10.8,
"EU28","HUR","TOT","PC_LF","M","2012-12",10.8,
"EU28","HUR","TOT","PC_LF","M","2013-01",11,
"EU28","HUR","TOT","PC_LF","M","2013-02",11,
"EU28","HUR","TOT","PC_LF","M","2013-03",11,
"EU28","HUR","TOT","PC_LF","M","2013-04",11,
"EU28","HUR","TOT","PC_LF","M","2013-05",11,
"EU28","HUR","TOT","PC_LF","M","2013-06",11,
"EU28","HUR","TOT","PC_LF","M","2013-07",10.9,
"EU28","HUR","TOT","PC_LF","M","2013-08",10.9,
"EU28","HUR","TOT","PC_LF","M","2013-09",10.8,
"EU28","HUR","TOT","PC_LF","M","2013-10",10.7,
"EU28","HUR","TOT","PC_LF","M","2013-11",10.7,
"EU28","HUR","TOT","PC_LF","M","2013-12",10.7,
"EU28","HUR","TOT","PC_LF","M","2014-01",10.6,
"EU28","HUR","TOT","PC_LF","M","2014-02",10.6,
"EU28","HUR","TOT","PC_LF","M","2014-03",10.5,
"EU28","HUR","TOT","PC_LF","M","2014-04",10.4,
"EU28","HUR","TOT","PC_LF","M","2014-05",10.3,
"EU28","HUR","TOT","PC_LF","M","2014-06",10.2,
"EU28","HUR","TOT","PC_LF","M","2014-07",10.1,
"EU28","HUR","TOT","PC_LF","M","2014-08",10.1,
"EU28","HUR","TOT","PC_LF","M","2014-09",10,
"EU28","HUR","TOT","PC_LF","M","2014-10",10,
"EU28","HUR","TOT","PC_LF","M","2014-11",10,
"EU28","HUR","TOT","PC_LF","M","2014-12",9.9,
"EU28","HUR","TOT","PC_LF","M","2015-01",9.8,
"EU28","HUR","TOT","PC_LF","M","2015-02",9.8,
"EU28","HUR","TOT","PC_LF","M","2015-03",9.7,
"EU28","HUR","TOT","PC_LF","M","2015-04",9.7,
"EU28","HUR","TOT","PC_LF","M","2015-05",9.6,
"EU28","HUR","TOT","PC_LF","M","2015-06",9.5,
"EU28","HUR","TOT","PC_LF","M","2015-07",9.3,
"EU28","HUR","TOT","PC_LF","M","2015-08",9.2,
"EU28","HUR","TOT","PC_LF","M","2015-09",9.2,
"EU28","HUR","TOT","PC_LF","M","2015-10",9.1,
"EU28","HUR","TOT","PC_LF","M","2015-11",9,
"EU28","HUR","TOT","PC_LF","M","2015-12",9,
"EU28","HUR","TOT","PC_LF","M","2016-01",8.9,
"EU28","HUR","TOT","PC_LF","M","2016-02",8.9,
"EU28","HUR","TOT","PC_LF","M","2016-03",8.8,
"EU28","HUR","TOT","PC_LF","M","2016-04",8.7,
"EU28","HUR","TOT","PC_LF","M","2016-05",8.7,
"EU28","HUR","TOT","PC_LF","M","2016-06",8.6,
"EU28","HUR","TOT","PC_LF","M","2016-07",8.5,
"EU28","HUR","TOT","PC_LF","M","2016-08",8.4,
"EU28","HUR","TOT","PC_LF","M","2016-09",8.4,
"EU28","HUR","TOT","PC_LF","M","2016-10",8.3,
"EU28","HUR","TOT","PC_LF","M","2016-11",8.3,
"EU28","HUR","TOT","PC_LF","M","2016-12",8.1,
"EU28","HUR","TOT","PC_LF","M","2017-01",8.1,
"EU28","HUR","TOT","PC_LF","M","2017-02",8,
"EU28","HUR","TOT","PC_LF","M","2017-03",7.9,
"EU28","HUR","TOT","PC_LF","M","2017-04",7.8,
"EU28","HUR","TOT","PC_LF","M","2017-05",7.8,
"EU28","HUR","TOT","PC_LF","M","2017-06",7.6,
"EU28","HUR","TOT","PC_LF","M","2017-07",7.6,
"EU28","HUR","TOT","PC_LF","M","2017-08",7.6,
"EU28","HUR","TOT","PC_LF","M","2017-09",7.5,
"EU28","HUR","TOT","PC_LF","M","2017-10",7.4,
"EU28","HUR","TOT","PC_LF","M","2017-11",7.3,
"EU28","HUR","TOT","PC_LF","M","2017-12",7.2,
"EU28","HUR","TOT","PC_LF","M","2018-01",7.2,
"EU28","HUR","TOT","PC_LF","M","2018-02",7.1,
"EU28","HUR","TOT","PC_LF","M","2018-03",7,
"EU28","HUR","TOT","PC_LF","M","2018-04",7,
"EU28","HUR","TOT","PC_LF","M","2018-05",6.9,
"EU28","HUR","TOT","PC_LF","M","2018-06",6.9,
"EU28","HUR","TOT","PC_LF","M","2018-07",6.8,
"EU28","HUR","TOT","PC_LF","M","2018-08",6.8,
"EU28","HUR","TOT","PC_LF","M","2018-09",6.7,
"EU28","HUR","TOT","PC_LF","M","2018-10",6.7,
"EU28","HUR","TOT","PC_LF","M","2018-11",6.6,
"EU28","HUR","TOT","PC_LF","M","2018-12",6.6,
"EU28","HUR","TOT","PC_LF","M","2019-01",6.5,
"EU28","HUR","TOT","PC_LF","M","2019-02",6.5,
"EU28","HUR","TOT","PC_LF","M","2019-03",6.4,
"EU28","HUR","TOT","PC_LF","M","2019-04",6.4,
"EU28","HUR","TOT","PC_LF","M","2019-05",6.3,
"EU28","HUR","TOT","PC_LF","M","2019-06",6.3,
"EU28","HUR","TOT","PC_LF","M","2019-07",6.3,
"EU28","HUR","TOT","PC_LF","M","2019-08",6.3,
"EU28","HUR","TOT","PC_LF","M","2019-09",6.3,
"EU28","HUR","TOT","PC_LF","M","2019-10",6.2,
"EU28","HUR","TOT","PC_LF","M","2019-11",6.2,
"EU28","HUR","TOT","PC_LF","M","2019-12",6.2,
"EU28","HUR","TOT","PC_LF","M","2020-01",6.2,
"OECD","HUR","TOT","PC_LF","M","2005-01",6.897135,"E"
"OECD","HUR","TOT","PC_LF","M","2005-02",6.925189,"E"
"OECD","HUR","TOT","PC_LF","M","2005-03",6.873323,"E"
"OECD","HUR","TOT","PC_LF","M","2005-04",6.898343,"E"
"OECD","HUR","TOT","PC_LF","M","2005-05",6.87717,"E"
"OECD","HUR","TOT","PC_LF","M","2005-06",6.828911,"E"
"OECD","HUR","TOT","PC_LF","M","2005-07",6.776995,"E"
"OECD","HUR","TOT","PC_LF","M","2005-08",6.696379,"E"
"OECD","HUR","TOT","PC_LF","M","2005-09",6.74075,"E"
"OECD","HUR","TOT","PC_LF","M","2005-10",6.741577,"E"
"OECD","HUR","TOT","PC_LF","M","2005-11",6.699432,"E"
"OECD","HUR","TOT","PC_LF","M","2005-12",6.614872,"E"
"OECD","HUR","TOT","PC_LF","M","2006-01",6.545074,"E"
"OECD","HUR","TOT","PC_LF","M","2006-02",6.509959,"E"
"OECD","HUR","TOT","PC_LF","M","2006-03",6.444373,"E"
"OECD","HUR","TOT","PC_LF","M","2006-04",6.400614,"E"
"OECD","HUR","TOT","PC_LF","M","2006-05",6.295486,"E"
"OECD","HUR","TOT","PC_LF","M","2006-06",6.302764,"E"
"OECD","HUR","TOT","PC_LF","M","2006-07",6.284554,"E"
"OECD","HUR","TOT","PC_LF","M","2006-08",6.258853,"E"
"OECD","HUR","TOT","PC_LF","M","2006-09",6.170405,"E"
"OECD","HUR","TOT","PC_LF","M","2006-10",6.090272,"E"
"OECD","HUR","TOT","PC_LF","M","2006-11",6.08193,"E"
"OECD","HUR","TOT","PC_LF","M","2006-12",6.02404,"E"
"OECD","HUR","TOT","PC_LF","M","2007-01",6.014391,"E"
"OECD","HUR","TOT","PC_LF","M","2007-02",5.949193,"E"
"OECD","HUR","TOT","PC_LF","M","2007-03",5.887275,"E"
"OECD","HUR","TOT","PC_LF","M","2007-04",5.79969,"E"
"OECD","HUR","TOT","PC_LF","M","2007-05",5.764893,"E"
"OECD","HUR","TOT","PC_LF","M","2007-06",5.744493,"E"
"OECD","HUR","TOT","PC_LF","M","2007-07",5.762141,"E"
"OECD","HUR","TOT","PC_LF","M","2007-08",5.765753,"E"
"OECD","HUR","TOT","PC_LF","M","2007-09",5.791157,"E"
"OECD","HUR","TOT","PC_LF","M","2007-10",5.800156,"E"
"OECD","HUR","TOT","PC_LF","M","2007-11",5.743576,"E"
"OECD","HUR","TOT","PC_LF","M","2007-12",5.798883,"E"
"OECD","HUR","TOT","PC_LF","M","2008-01",5.78355,"E"
"OECD","HUR","TOT","PC_LF","M","2008-02",5.756596,"E"
"OECD","HUR","TOT","PC_LF","M","2008-03",5.813529,"E"
"OECD","HUR","TOT","PC_LF","M","2008-04",5.778358,"E"
"OECD","HUR","TOT","PC_LF","M","2008-05",5.905913,"E"
"OECD","HUR","TOT","PC_LF","M","2008-06",6.013093,"E"
"OECD","HUR","TOT","PC_LF","M","2008-07",6.099718,"E"
"OECD","HUR","TOT","PC_LF","M","2008-08",6.217568,"E"
"OECD","HUR","TOT","PC_LF","M","2008-09",6.270697,"E"
"OECD","HUR","TOT","PC_LF","M","2008-10",6.417145,"E"
"OECD","HUR","TOT","PC_LF","M","2008-11",6.744335,"E"
"OECD","HUR","TOT","PC_LF","M","2008-12",7.029156,"E"
"OECD","HUR","TOT","PC_LF","M","2009-01",7.348092,"E"
"OECD","HUR","TOT","PC_LF","M","2009-02",7.699563,"E"
"OECD","HUR","TOT","PC_LF","M","2009-03",8.001315,"E"
"OECD","HUR","TOT","PC_LF","M","2009-04",8.193653,"E"
"OECD","HUR","TOT","PC_LF","M","2009-05",8.393111,"E"
"OECD","HUR","TOT","PC_LF","M","2009-06",8.434838,"E"
"OECD","HUR","TOT","PC_LF","M","2009-07",8.514347,"E"
"OECD","HUR","TOT","PC_LF","M","2009-08",8.571078,"E"
"OECD","HUR","TOT","PC_LF","M","2009-09",8.649928,"E"
"OECD","HUR","TOT","PC_LF","M","2009-10",8.68323,"E"
"OECD","HUR","TOT","PC_LF","M","2009-11",8.636684,"E"
"OECD","HUR","TOT","PC_LF","M","2009-12",8.59621,"E"
"OECD","HUR","TOT","PC_LF","M","2010-01",8.692945,"E"
"OECD","HUR","TOT","PC_LF","M","2010-02",8.650926,"E"
"OECD","HUR","TOT","PC_LF","M","2010-03",8.63307,"E"
"OECD","HUR","TOT","PC_LF","M","2010-04",8.675042,"E"
"OECD","HUR","TOT","PC_LF","M","2010-05",8.543898,"E"
"OECD","HUR","TOT","PC_LF","M","2010-06",8.438491,"E"
"OECD","HUR","TOT","PC_LF","M","2010-07",8.429494,"E"
"OECD","HUR","TOT","PC_LF","M","2010-08",8.402563,"E"
"OECD","HUR","TOT","PC_LF","M","2010-09",8.403654,"E"
"OECD","HUR","TOT","PC_LF","M","2010-10",8.414173,"E"
"OECD","HUR","TOT","PC_LF","M","2010-11",8.456362,"E"
"OECD","HUR","TOT","PC_LF","M","2010-12",8.325274,"E"
"OECD","HUR","TOT","PC_LF","M","2011-01",8.198536,"E"
"OECD","HUR","TOT","PC_LF","M","2011-02",8.147626,"E"
"OECD","HUR","TOT","PC_LF","M","2011-03",8.063609,"E"
"OECD","HUR","TOT","PC_LF","M","2011-04",8.088387,"E"
"OECD","HUR","TOT","PC_LF","M","2011-05",8.11445,"E"
"OECD","HUR","TOT","PC_LF","M","2011-06",8.151562,"E"
"OECD","HUR","TOT","PC_LF","M","2011-07",8.113127,"E"
"OECD","HUR","TOT","PC_LF","M","2011-08",8.085782,"E"
"OECD","HUR","TOT","PC_LF","M","2011-09",8.099184,"E"
"OECD","HUR","TOT","PC_LF","M","2011-10",8.06358,"E"
"OECD","HUR","TOT","PC_LF","M","2011-11",8.084268,"E"
"OECD","HUR","TOT","PC_LF","M","2011-12",8.071392,"E"
"OECD","HUR","TOT","PC_LF","M","2012-01",8.013391,"E"
"OECD","HUR","TOT","PC_LF","M","2012-02",8.098462,"E"
"OECD","HUR","TOT","PC_LF","M","2012-03",8.067554,"E"
"OECD","HUR","TOT","PC_LF","M","2012-04",8.097877,"E"
"OECD","HUR","TOT","PC_LF","M","2012-05",8.11074,"E"
"OECD","HUR","TOT","PC_LF","M","2012-06",8.081665,"E"
"OECD","HUR","TOT","PC_LF","M","2012-07",8.094591,"E"
"OECD","HUR","TOT","PC_LF","M","2012-08",8.069373,"E"
"OECD","HUR","TOT","PC_LF","M","2012-09",8.039133,"E"
"OECD","HUR","TOT","PC_LF","M","2012-10",8.076654,"E"
"OECD","HUR","TOT","PC_LF","M","2012-11",8.130841,"E"
"OECD","HUR","TOT","PC_LF","M","2012-12",8.169509,"E"
"OECD","HUR","TOT","PC_LF","M","2013-01",8.263006,"E"
"OECD","HUR","TOT","PC_LF","M","2013-02",8.175055,"E"
"OECD","HUR","TOT","PC_LF","M","2013-03",8.118383,"E"
"OECD","HUR","TOT","PC_LF","M","2013-04",8.135626,"E"
"OECD","HUR","TOT","PC_LF","M","2013-05",8.077403,"E"
"OECD","HUR","TOT","PC_LF","M","2013-06",8.034091,"E"
"OECD","HUR","TOT","PC_LF","M","2013-07",7.946257,"E"
"OECD","HUR","TOT","PC_LF","M","2013-08",7.962711,"E"
"OECD","HUR","TOT","PC_LF","M","2013-09",7.929752,"E"
"OECD","HUR","TOT","PC_LF","M","2013-10",7.856956,"E"
"OECD","HUR","TOT","PC_LF","M","2013-11",7.774512,"E"
"OECD","HUR","TOT","PC_LF","M","2013-12",7.685446,"E"
"OECD","HUR","TOT","PC_LF","M","2014-01",7.664022,"E"
"OECD","HUR","TOT","PC_LF","M","2014-02",7.66149,"E"
"OECD","HUR","TOT","PC_LF","M","2014-03",7.665076,"E"
"OECD","HUR","TOT","PC_LF","M","2014-04",7.488125,"E"
"OECD","HUR","TOT","PC_LF","M","2014-05",7.492949,"E"
"OECD","HUR","TOT","PC_LF","M","2014-06",7.431881,"E"
"OECD","HUR","TOT","PC_LF","M","2014-07",7.465795,"E"
"OECD","HUR","TOT","PC_LF","M","2014-08",7.383402,"E"
"OECD","HUR","TOT","PC_LF","M","2014-09",7.325998,"E"
"OECD","HUR","TOT","PC_LF","M","2014-10",7.270609,"E"
"OECD","HUR","TOT","PC_LF","M","2014-11",7.26733,"E"
"OECD","HUR","TOT","PC_LF","M","2014-12",7.129101,"E"
"OECD","HUR","TOT","PC_LF","M","2015-01",7.115925,"E"
"OECD","HUR","TOT","PC_LF","M","2015-02",7.055141,"E"
"OECD","HUR","TOT","PC_LF","M","2015-03",6.993901,"E"
"OECD","HUR","TOT","PC_LF","M","2015-04",7.007012,"E"
"OECD","HUR","TOT","PC_LF","M","2015-05",7.017693,"E"
"OECD","HUR","TOT","PC_LF","M","2015-06",6.911032,"E"
"OECD","HUR","TOT","PC_LF","M","2015-07",6.816725,"E"
"OECD","HUR","TOT","PC_LF","M","2015-08",6.778609,"E"
"OECD","HUR","TOT","PC_LF","M","2015-09",6.732735,"E"
"OECD","HUR","TOT","PC_LF","M","2015-10",6.720179,"E"
"OECD","HUR","TOT","PC_LF","M","2015-11",6.636623,"E"
"OECD","HUR","TOT","PC_LF","M","2015-12",6.660614,"E"
"OECD","HUR","TOT","PC_LF","M","2016-01",6.575431,"E"
"OECD","HUR","TOT","PC_LF","M","2016-02",6.565081,"E"
"OECD","HUR","TOT","PC_LF","M","2016-03",6.568637,"E"
"OECD","HUR","TOT","PC_LF","M","2016-04",6.525937,"E"
"OECD","HUR","TOT","PC_LF","M","2016-05",6.44846,"E"
"OECD","HUR","TOT","PC_LF","M","2016-06",6.471684,"E"
"OECD","HUR","TOT","PC_LF","M","2016-07",6.42288,"E"
"OECD","HUR","TOT","PC_LF","M","2016-08",6.424696,"E"
"OECD","HUR","TOT","PC_LF","M","2016-09",6.423401,"E"
"OECD","HUR","TOT","PC_LF","M","2016-10",6.378471,"E"
"OECD","HUR","TOT","PC_LF","M","2016-11",6.312279,"E"
"OECD","HUR","TOT","PC_LF","M","2016-12",6.307758,"E"
"OECD","HUR","TOT","PC_LF","M","2017-01",6.233799,"E"
"OECD","HUR","TOT","PC_LF","M","2017-02",6.176879,"E"
"OECD","HUR","TOT","PC_LF","M","2017-03",6.093557,"E"
"OECD","HUR","TOT","PC_LF","M","2017-04",6.020931,"E"
"OECD","HUR","TOT","PC_LF","M","2017-05",6.018679,"E"
"OECD","HUR","TOT","PC_LF","M","2017-06",5.887467,"E"
"OECD","HUR","TOT","PC_LF","M","2017-07",5.855685,"E"
"OECD","HUR","TOT","PC_LF","M","2017-08",5.860045,"E"
"OECD","HUR","TOT","PC_LF","M","2017-09",5.814448,"E"
"OECD","HUR","TOT","PC_LF","M","2017-10",5.7451,"E"
"OECD","HUR","TOT","PC_LF","M","2017-11",5.727188,"E"
"OECD","HUR","TOT","PC_LF","M","2017-12",5.660485,"E"
"OECD","HUR","TOT","PC_LF","M","2018-01",5.585465,"E"
"OECD","HUR","TOT","PC_LF","M","2018-02",5.559807,"E"
"OECD","HUR","TOT","PC_LF","M","2018-03",5.509103,"E"
"OECD","HUR","TOT","PC_LF","M","2018-04",5.54831,"E"
"OECD","HUR","TOT","PC_LF","M","2018-05",5.435622,"E"
"OECD","HUR","TOT","PC_LF","M","2018-06",5.487883,"E"
"OECD","HUR","TOT","PC_LF","M","2018-07",5.424623,"E"
"OECD","HUR","TOT","PC_LF","M","2018-08",5.439732,"E"
"OECD","HUR","TOT","PC_LF","M","2018-09",5.41886,"E"
"OECD","HUR","TOT","PC_LF","M","2018-10",5.441036,"E"
"OECD","HUR","TOT","PC_LF","M","2018-11",5.458589,"E"
"OECD","HUR","TOT","PC_LF","M","2018-12",5.536482,"E"
"OECD","HUR","TOT","PC_LF","M","2019-01",5.569483,"E"
"OECD","HUR","TOT","PC_LF","M","2019-02",5.474257,"E"
"OECD","HUR","TOT","PC_LF","M","2019-03",5.483959,"E"
"OECD","HUR","TOT","PC_LF","M","2019-04",5.444437,"E"
"OECD","HUR","TOT","PC_LF","M","2019-05",5.40818,"E"
"OECD","HUR","TOT","PC_LF","M","2019-06",5.336836,"E"
"OECD","HUR","TOT","PC_LF","M","2019-07",5.393095,"E"
"OECD","HUR","TOT","PC_LF","M","2019-08",5.369308,"E"
"OECD","HUR","TOT","PC_LF","M","2019-09",5.322567,"E"
"OECD","HUR","TOT","PC_LF","M","2019-10",5.338766,"E"
"OECD","HUR","TOT","PC_LF","M","2019-11",5.321808,"E"
"OECD","HUR","TOT","PC_LF","M","2019-12",5.247191,"E"
"OECD","HUR","TOT","PC_LF","M","2020-01",5.312057,"E"
"OECD","HUR","TOT","PC_LF","M","2020-02",5.243587,"E"
"OECD","HUR","TOT","PC_LF","M","2020-03",5.519447,"E"
"OECD","HUR","TOT","PC_LF","M","2020-04",8.793417,"E"
"OECD","HUR","TOT","PC_LF","M","2020-05",8.638216,"E"
"OECD","HUR","TOT","PC_LF","M","2020-06",8.303032,"E"
"OECD","HUR","TOT","PC_LF","M","2020-07",8.095009,"E"
"OECD","HUR","TOT","PC_LF","M","2020-08",7.550795,"E"
"OECD","HUR","TOT","PC_LF","M","2020-09",7.340902,"E"
"OECD","HUR","TOT","PC_LF","M","2020-10",7.045926,"E"
"OECD","HUR","TOT","PC_LF","M","2020-11",6.880364,"E"
"OECD","HUR","TOT","PC_LF","M","2020-12",6.824841,"E"
"OECD","HUR","TOT","PC_LF","M","2021-01",6.798498,"E"
"OECD","HUR","TOT","PC_LF","M","2021-02",6.661693,"E"
"G-7","HUR","TOT","PC_LF","M","2005-01",6.211321,"E"
"G-7","HUR","TOT","PC_LF","M","2005-02",6.316231,"E"
"G-7","HUR","TOT","PC_LF","M","2005-03",6.221724,"E"
"G-7","HUR","TOT","PC_LF","M","2005-04",6.224661,"E"
"G-7","HUR","TOT","PC_LF","M","2005-05",6.216537,"E"
"G-7","HUR","TOT","PC_LF","M","2005-06",6.149745,"E"
"G-7","HUR","TOT","PC_LF","M","2005-07",6.112704,"E"
"G-7","HUR","TOT","PC_LF","M","2005-08",6.071258,"E"
"G-7","HUR","TOT","PC_LF","M","2005-09",6.133218,"E"
"G-7","HUR","TOT","PC_LF","M","2005-10",6.144375,"E"
"G-7","HUR","TOT","PC_LF","M","2005-11",6.16059,"E"
"G-7","HUR","TOT","PC_LF","M","2005-12",6.047841,"E"
"G-7","HUR","TOT","PC_LF","M","2006-01",5.97471,"E"
"G-7","HUR","TOT","PC_LF","M","2006-02",5.931928,"E"
"G-7","HUR","TOT","PC_LF","M","2006-03",5.88282,"E"
"G-7","HUR","TOT","PC_LF","M","2006-04",5.872921,"E"
"G-7","HUR","TOT","PC_LF","M","2006-05",5.798283,"E"
"G-7","HUR","TOT","PC_LF","M","2006-06",5.799765,"E"
"G-7","HUR","TOT","PC_LF","M","2006-07",5.811096,"E"
"G-7","HUR","TOT","PC_LF","M","2006-08",5.775817,"E"
"G-7","HUR","TOT","PC_LF","M","2006-09",5.683556,"E"
"G-7","HUR","TOT","PC_LF","M","2006-10",5.598534,"E"
"G-7","HUR","TOT","PC_LF","M","2006-11",5.599762,"E"
"G-7","HUR","TOT","PC_LF","M","2006-12",5.515315,"E"
"G-7","HUR","TOT","PC_LF","M","2007-01",5.611207,"E"
"G-7","HUR","TOT","PC_LF","M","2007-02",5.5116,"E"
"G-7","HUR","TOT","PC_LF","M","2007-03",5.427808,"E"
"G-7","HUR","TOT","PC_LF","M","2007-04",5.39308,"E"
"G-7","HUR","TOT","PC_LF","M","2007-05",5.344699,"E"
"G-7","HUR","TOT","PC_LF","M","2007-06",5.342069,"E"
"G-7","HUR","TOT","PC_LF","M","2007-07",5.399124,"E"
"G-7","HUR","TOT","PC_LF","M","2007-08",5.376234,"E"
"G-7","HUR","TOT","PC_LF","M","2007-09",5.409107,"E"
"G-7","HUR","TOT","PC_LF","M","2007-10",5.411764,"E"
"G-7","HUR","TOT","PC_LF","M","2007-11",5.362971,"E"
"G-7","HUR","TOT","PC_LF","M","2007-12",5.463734,"E"
"G-7","HUR","TOT","PC_LF","M","2008-01",5.470031,"E"
"G-7","HUR","TOT","PC_LF","M","2008-02",5.433657,"E"
"G-7","HUR","TOT","PC_LF","M","2008-03",5.482709,"E"
"G-7","HUR","TOT","PC_LF","M","2008-04",5.458431,"E"
"G-7","HUR","TOT","PC_LF","M","2008-05",5.658617,"E"
"G-7","HUR","TOT","PC_LF","M","2008-06",5.718849,"E"
"G-7","HUR","TOT","PC_LF","M","2008-07",5.806173,"E"
"G-7","HUR","TOT","PC_LF","M","2008-08",5.972647,"E"
"G-7","HUR","TOT","PC_LF","M","2008-09",5.978897,"E"
"G-7","HUR","TOT","PC_LF","M","2008-10",6.134414,"E"
"G-7","HUR","TOT","PC_LF","M","2008-11",6.373245,"E"
"G-7","HUR","TOT","PC_LF","M","2008-12",6.691062,"E"
"G-7","HUR","TOT","PC_LF","M","2009-01",6.994426,"E"
"G-7","HUR","TOT","PC_LF","M","2009-02",7.376397,"E"
"G-7","HUR","TOT","PC_LF","M","2009-03",7.666558,"E"
"G-7","HUR","TOT","PC_LF","M","2009-04",7.842534,"E"
"G-7","HUR","TOT","PC_LF","M","2009-05",8.095927,"E"
"G-7","HUR","TOT","PC_LF","M","2009-06",8.207979,"E"
"G-7","HUR","TOT","PC_LF","M","2009-07",8.253796,"E"
"G-7","HUR","TOT","PC_LF","M","2009-08",8.287486,"E"
"G-7","HUR","TOT","PC_LF","M","2009-09",8.368278,"E"
"G-7","HUR","TOT","PC_LF","M","2009-10",8.435584,"E"
"G-7","HUR","TOT","PC_LF","M","2009-11",8.398718,"E"
"G-7","HUR","TOT","PC_LF","M","2009-12",8.35693,"E"
"G-7","HUR","TOT","PC_LF","M","2010-01",8.299936,"E"
"G-7","HUR","TOT","PC_LF","M","2010-02",8.312371,"E"
"G-7","HUR","TOT","PC_LF","M","2010-03",8.331464,"E"
"G-7","HUR","TOT","PC_LF","M","2010-04",8.341516,"E"
"G-7","HUR","TOT","PC_LF","M","2010-05",8.195142,"E"
"G-7","HUR","TOT","PC_LF","M","2010-06",8.070651,"E"
"G-7","HUR","TOT","PC_LF","M","2010-07",8.040175,"E"
"G-7","HUR","TOT","PC_LF","M","2010-08",8.07106,"E"
"G-7","HUR","TOT","PC_LF","M","2010-09",8.064004,"E"
"G-7","HUR","TOT","PC_LF","M","2010-10",8.050033,"E"
"G-7","HUR","TOT","PC_LF","M","2010-11",8.142614,"E"
"G-7","HUR","TOT","PC_LF","M","2010-12",7.908589,"E"
"G-7","HUR","TOT","PC_LF","M","2011-01",7.793394,"E"
"G-7","HUR","TOT","PC_LF","M","2011-02",7.681608,"E"
"G-7","HUR","TOT","PC_LF","M","2011-03",7.644104,"E"
"G-7","HUR","TOT","PC_LF","M","2011-04",7.68782,"E"
"G-7","HUR","TOT","PC_LF","M","2011-05",7.667499,"E"
"G-7","HUR","TOT","PC_LF","M","2011-06",7.713657,"E"
"G-7","HUR","TOT","PC_LF","M","2011-07",7.671923,"E"
"G-7","HUR","TOT","PC_LF","M","2011-08",7.646945,"E"
